0,5
1,0
2,2
3,2
4,1
5,1
6,2
7,4
8,1
9,3
10,2
11,3
12,2
13,2
14,2
15,2
16,3
17,1
18,2
19,2
20,2
21,3
22,0
23,3
24,0
25,1
26,2
27,3
28,2
29,2
30,2
31,1
32,0
33,2
34,3
35,2
36,1
37,0
38,2
39,1
40,0
